merged_umls_label,disease_mondo_term_norm,earliest_year,disease,documents
Sodium Diclofenac,obsolete disorder involving pain,2007.0,pain,"['ANDA077600', 'ANDA078031', 'ANDA078792', 'ANDA203383', 'ANDA207714', 'ANDA208021', 'ANDA208098', 'ANDA208198', 'ANDA209903', 'ANDA211253', 'ANDA212506', 'ANDA213040', 'ANDA217646', 'NDA022122', 'NDA204623']"
Sodium Diclofenac,osteoarthritis,1996.0,osteoarthritis,"['ANDA074514', 'ANDA075185', 'ANDA075281', 'ANDA075492', 'ANDA076201', 'ANDA077863', 'ANDA090066', 'ANDA201089', 'ANDA203995', 'ANDA204355', 'ANDA205143', 'ANDA205878', 'ANDA206116', 'ANDA209903', 'ANDA216275', 'ANDA216548', 'NDA020607', 'NDA022122']"
Sodium Diclofenac,osteoarthritis susceptibility 6,2014.0,osteoarthritis of the knee(s),"['ANDA202027', 'ANDA202769', 'ANDA203818', 'ANDA204132', 'ANDA207714', 'ANDA208021', 'ANDA208098', 'ANDA208198', 'ANDA212506', 'ANDA213040', 'ANDA217646', 'NDA204623']"
Sodium Diclofenac,photophobia,2007.0,photophobia,"['ANDA077600', 'ANDA078031', 'ANDA078792', 'ANDA203383']"
Sodium Diclofenac,postoperative inflammation,2007.0,postoperative inflammation,"['ANDA077600', 'ANDA078031', 'ANDA078792', 'ANDA203383']"
Sodium Diclofenac,punctate palmoplantar keratoderma type III,2013.0,ak,"['ANDA200936', 'ANDA206298', 'ANDA206493', 'ANDA208301', 'ANDA210893', 'ANDA212351']"
Sodium Diclofenac,rheumatoid arthritis,1996.0,rheumatoid arthritis,"['ANDA074514', 'ANDA075185', 'ANDA075281', 'ANDA075492', 'ANDA076201', 'ANDA077863', 'ANDA090066', 'ANDA201089', 'ANDA203995', 'ANDA204355', 'ANDA205143', 'ANDA216275', 'ANDA216548', 'NDA020607']"
Sodium Heparin,atrial fibrillation,1978.0,atrial fibrillation,"['NDA017651', 'NDA018916', 'NDA019339', 'NDA019952', 'NDA019953', 'NDA201370']"
Sodium Heparin,atrial fibrillation with embolization,1972.0,atrial fibrillation with embolization,"['ANDA088100', 'ANDA089522', 'ANDA090571', 'ANDA090808', 'ANDA090809', 'ANDA090810', 'ANDA202732', 'ANDA202733', 'ANDA202957', 'ANDA203198', 'ANDA203851', 'ANDA205323', 'ANDA206552', 'ANDA208827', 'ANDA211004', 'ANDA211005', 'ANDA211007', 'ANDA212060', 'ANDA212061', 'ANDA214804', 'ANDA214839', 'NDA017029', 'NDA017037']"
Sodium Heparin,catheter patency,1982.0,catheter patency,"['ANDA212441', 'NDA018609']"
Sodium Heparin,catheter-related bloodstream infections,2023.0,catheter-related bloodstream infections,['NDA214520']
Sodium Heparin,clotting,1972.0,clotting,"['ANDA088100', 'ANDA089522', 'ANDA090571', 'ANDA090808', 'ANDA090809', 'ANDA090810', 'ANDA202732', 'ANDA202733', 'ANDA202957', 'ANDA203198', 'ANDA205323', 'ANDA211004', 'ANDA211005', 'ANDA211007', 'ANDA212060', 'ANDA212061', 'NDA017037', 'NDA018916', 'NDA019339', 'NDA019952', 'NDA019953', 'NDA201370']"
Sodium Heparin,disseminated intravascular coagulation,1972.0,consumption coagulopathies; consumptive coagulopathies; disseminated intravascular coagulation,"['NDA018916', 'NDA019339', 'NDA019952', 'NDA019953', 'NDA201370'] ; ['ANDA088100', 'ANDA089522', 'ANDA090571', 'ANDA202732', 'ANDA202733', 'ANDA202957', 'ANDA203198', 'ANDA203851', 'ANDA205323', 'ANDA206552', 'ANDA214804', 'ANDA214839', 'NDA017029', 'NDA017651'] ; ['ANDA088100', 'ANDA089522', 'ANDA090571', 'ANDA090808', 'ANDA090809', 'ANDA090810', 'ANDA202732', 'ANDA202733', 'ANDA202957', 'ANDA203198', 'ANDA203851', 'ANDA205323', 'ANDA206552', 'ANDA208827', 'ANDA211004', 'ANDA211005', 'ANDA211007', 'ANDA212060', 'ANDA212061', 'ANDA214804', 'ANDA214839', 'NDA017029', 'NDA017037', 'NDA017651', 'NDA018916', 'NDA019339', 'NDA019952', 'NDA019953', 'NDA201370']"
Sodium Heparin,kidney failure,2023.0,kidney failure,['NDA214520']
Sodium Heparin,postoperative deep venous thrombosis,1972.0,postoperative deep venous thrombosis,"['ANDA090808', 'ANDA090809', 'ANDA090810', 'ANDA202732', 'ANDA202733', 'ANDA202957', 'ANDA203198', 'ANDA211004', 'ANDA211005', 'ANDA211007', 'ANDA212060', 'ANDA212061', 'NDA017037']"
Sodium Heparin,pulmonary embolism,1972.0,peripheral arterial embolism; pulmonary embolism,"['ANDA088100', 'ANDA089522', 'ANDA090571', 'ANDA090808', 'ANDA090809', 'ANDA090810', 'ANDA202732', 'ANDA202733', 'ANDA202957', 'ANDA203198', 'ANDA203851', 'ANDA205323', 'ANDA206552', 'ANDA208827', 'ANDA211004', 'ANDA211005', 'ANDA211007', 'ANDA212060', 'ANDA212061', 'ANDA214804', 'ANDA214839', 'NDA017029', 'NDA017037', 'NDA017651', 'NDA018916', 'NDA019339', 'NDA019952', 'NDA019953', 'NDA201370'] ; ['ANDA088100', 'ANDA089522', 'ANDA090571', 'ANDA090808', 'ANDA090809', 'ANDA090810', 'ANDA202732', 'ANDA202733', 'ANDA202957', 'ANDA203198', 'ANDA203851', 'ANDA205323', 'ANDA206552', 'ANDA208827', 'ANDA211004', 'ANDA211005', 'ANDA211007', 'ANDA212060', 'ANDA212061', 'ANDA214804', 'ANDA214839', 'NDA017029', 'NDA017037', 'NDA017651', 'NDA018916', 'NDA019339', 'NDA019952', 'NDA019953', 'NDA201370']"
Sodium Heparin,thromboembolic complications,1984.0,thromboembolic complications,"['NDA018916', 'NDA019339', 'NDA019952', 'NDA019953', 'NDA201370']"
Sodium Heparin,thrombophilia due to thrombin defect,1972.0,deep venous thrombosis; venous thrombosis,"['ANDA088100', 'ANDA089522', 'ANDA090571', 'ANDA203851', 'ANDA205323', 'ANDA206552', 'ANDA208827', 'ANDA214804', 'ANDA214839', 'NDA017029', 'NDA017651'] ; ['ANDA088100', 'ANDA089522', 'ANDA090571', 'ANDA090808', 'ANDA090809', 'ANDA090810', 'ANDA202732', 'ANDA202733', 'ANDA202957', 'ANDA203198', 'ANDA203851', 'ANDA205323', 'ANDA206552', 'ANDA208827', 'ANDA211004', 'ANDA211005', 'ANDA211007', 'ANDA212060', 'ANDA212061', 'ANDA214804', 'ANDA214839', 'NDA017029', 'NDA017037', 'NDA017651', 'NDA018916', 'NDA019339', 'NDA019952', 'NDA019953', 'NDA201370']"
Sodium Heparin,thrombotic disease,1972.0,thromboembolic disease,"['ANDA090809', 'ANDA090810', 'ANDA211004', 'ANDA211005', 'ANDA211007', 'ANDA212060', 'ANDA212061', 'NDA017037', 'NDA017651']"
Sodium Levothyroxine,central congenital hypothyroidism,2001.0,secondary (pituitary) hypothyroidism; secondary hypothyroidism,"['NDA206977'] ; ['ANDA212399', 'ANDA215259', 'NDA021292', 'NDA021301', 'NDA021342']"
Sodium Levothyroxine,congenital hypothyroidism,2000.0,congenital hypothyroidism,"['NDA021210', 'NDA021292']"
Sodium Levothyroxine,differentiated thyroid carcinoma,2016.0,thyrotropin-dependent well-differentiated thyroid cancer,['NDA206977']
Sodium Levothyroxine,hypothyroidism,2000.0,hypothyroidism,"['ANDA076187', 'ANDA207588', 'ANDA209713', 'ANDA210831', 'ANDA211417', 'ANDA212399', 'ANDA215259', 'ANDA216414', 'NDA021116', 'NDA021210', 'NDA021292', 'NDA021301', 'NDA021402', 'NDA021924', 'NDA206977', 'NDA214047', 'NDA215809']"
Sodium Levothyroxine,isolated thyrotropin-releasing hormone deficiency,2001.0,primary hypothyroidism; tertiary (hypothalamic) hypothyroidism; tertiary hypothyroidism,"['ANDA212399', 'ANDA215259', 'NDA021292', 'NDA021301', 'NDA021342'] ; ['NDA206977'] ; ['ANDA212399', 'ANDA215259', 'NDA021292', 'NDA021301', 'NDA021342']"
Sodium Levothyroxine,myxedema coma,2011.0,myxedema coma,"['ANDA206163', 'ANDA208749', 'ANDA216729', 'ANDA217066', 'NDA202231', 'NDA210632', 'NDA214253']"
Sodium Levothyroxine,obsolete adult hypothyroidism,2000.0,acquired hypothyroidism,"['NDA021210', 'NDA021292']"
Sodium Levothyroxine,obsolete primary congenital hypothyroidism,2016.0,primary (thyroidal) hypothyroidism,['NDA206977']
Sodium Levothyroxine,thyroid cancer,2006.0,thyroid cancer,['NDA021924']
Sodium Meclofenamate,acute subacromial bursitis,1986.0,acute subacromial bursitis,['ANDA071081']
Sodium Meclofenamate,ankylosing spondylitis,1986.0,ankylosing spondylitis,['ANDA071081']
Sodium Meclofenamate,brachial plexus neuritis,1986.0,acute painful shoulder,['ANDA071081']
Sodium Meclofenamate,gout,1986.0,acute gouty arthritis,['ANDA071081']
Sodium Meclofenamate,idiopathic heavy menstrual blood loss,1986.0,idiopathic heavy menstrual blood loss,['ANDA071081']
Sodium Meclofenamate,juvenile arthritis due to defect in LACC1,1986.0,juvenile arthritis,['ANDA071081']
Sodium Meclofenamate,obsolete disorder involving pain,1986.0,pain,['ANDA071081']
Sodium Meclofenamate,osteoarthritis,1986.0,osteoarthritis,['ANDA071081']
Sodium Meclofenamate,primary dysmenorrhea,1986.0,primary dysmenorrhea,['ANDA071081']
Sodium Meclofenamate,rheumatoid arthritis,1986.0,rheumatoid arthritis,['ANDA071081']
Sodium Meclofenamate,supraspinatus tendinitis,1986.0,supraspinatus tendinitis,['ANDA071081']
Sodium Meclofenamate,typhus,1986.0,fever,['ANDA071081']
Sodium Mycophenolate,organ rejection,2004.0,organ rejection,"['ANDA091248', 'ANDA091558', 'ANDA202555', 'ANDA208315', 'ANDA211173', 'ANDA214289', 'ANDA214376', 'ANDA214630', 'ANDA216637', 'ANDA217031', 'ANDA218603', 'NDA050791']"
Sodium Pertechnetate Tc 99m,vesicoureteral reflux,1973.0,vesico-ureteral reflux,"['NDA017243', 'NDA017771']"
"Sodium Succinate, Methylprednisolone",allergic disease,1959.0,allergic states,['NDA011856']
"Sodium Succinate, Methylprednisolone",allergic rhinitis,2016.0,perennial allergic rhinitis,['ANDA202691']
"Sodium Succinate, Methylprednisolone",asthma,1959.0,asthma,"['ANDA040583', 'ANDA040612', 'ANDA202691', 'ANDA203125', 'ANDA207549', 'ANDA207667', 'ANDA212396', 'NDA011856']"
"Sodium Succinate, Methylprednisolone",atopic eczema,1959.0,atopic dermatitis,"['ANDA040583', 'ANDA040612', 'ANDA202691', 'ANDA203125', 'ANDA207549', 'ANDA207667', 'ANDA212396', 'NDA011856']"
"Sodium Succinate, Methylprednisolone",contact dermatitis,1959.0,contact dermatitis,"['ANDA040583', 'ANDA040612', 'ANDA202691', 'ANDA203125', 'ANDA207549', 'ANDA207667', 'ANDA212396', 'NDA011856']"
"Sodium Succinate, Methylprednisolone",drug rash with eosinophilia and systemic symptoms,1959.0,drug hypersensitivity reactions,"['ANDA040583', 'ANDA040612', 'ANDA202691', 'ANDA203125', 'ANDA207549', 'ANDA207667', 'ANDA212396', 'NDA011856']"
"Sodium Succinate, Methylprednisolone",seasonal allergic rhinitis,2016.0,seasonal allergic rhinitis,['ANDA202691']
"Sodium Succinate, Methylprednisolone",serum sickness,1959.0,serum sickness,"['ANDA040583', 'ANDA040612', 'ANDA202691', 'ANDA203125', 'ANDA207549', 'ANDA207667', 'ANDA212396', 'NDA011856']"
"Sodium Succinate, Methylprednisolone",transfusion reactions,1959.0,transfusion reactions,"['ANDA040583', 'ANDA040612', 'ANDA202691', 'ANDA203125', 'ANDA207549', 'ANDA207667', 'ANDA212396', 'NDA011856']"
Sodium acetate,acidosis disorder,1989.0,acidosis,"['NDA019696', 'NDA019873']"
Sodium acetate,burn,1975.0,burns,"['NDA017586', 'NDA017609']"
Sodium acetate,dehydration,1989.0,dehydration,"['NDA019696', 'NDA019873']"
Sodium acetate,electrolyte homeostasis,1984.0,electrolyte homeostasis,['NDA018895']
Sodium acetate,essential fatty acid deficiency,2014.0,essential fatty acid deficiency,['NDA200656']
Sodium acetate,hyponatremia,1983.0,hyponatremia,"['ANDA206687', 'ANDA214805', 'ANDA216920', 'ANDA218469', 'ANDA219826', 'NDA018893']"
Sodium acetate,injury,1975.0,trauma,"['NDA017586', 'NDA017609']"
Sodium acetate,negative nitrogen balance,1997.0,negative nitrogen balance,"['NDA020678', 'NDA200656']"
Sodium acetate,parenteral nutrition,1997.0,parenteral nutrition,['NDA020678']
Sodium acetate,parenteral nutrition requirement,2014.0,parenteral nutrition requirement,['NDA200656']
Sodium acetate,restricted or no oral intake,1983.0,restricted or no oral intake,"['ANDA214805', 'NDA018893']"
Sodium acetate,shock,1975.0,shock,"['NDA017586', 'NDA017609']"
Sodium fluoride (18-F),altered osteogenic activity,2013.0,altered osteogenic activity,"['ANDA203592', 'ANDA203605', 'ANDA203780', 'ANDA203890', 'ANDA204328', 'ANDA204351', 'ANDA204497', 'ANDA204542']"
Sodium gluconate,acidosis disorder,1989.0,acidosis,['NDA019696']
Sodium gluconate,burn,1975.0,burns,"['NDA017586', 'NDA017609']"
Sodium gluconate,dehydration,1989.0,dehydration,['NDA019696']
Sodium gluconate,injury,1975.0,trauma,"['NDA017586', 'NDA017609']"
Sodium gluconate,shock,1975.0,shock,"['NDA017586', 'NDA017609']"
Sodium orthophosphate,acidosis disorder,1986.0,acidosis,"['NDA019513', 'NDA019696']"
Sodium orthophosphate,burn,1986.0,burns,['NDA019513']
Sodium orthophosphate,dehydration,1986.0,dehydration,"['NDA019513', 'NDA019696']"
Sodium orthophosphate,diarrheal disease,1986.0,diarrhea,['NDA019513']
Sodium orthophosphate,disorder of acid-base balance,2006.0,acid-base imbalances,"['NDA021703', 'NDA207026']"
Sodium orthophosphate,electrolyte imbalances,2006.0,electrolyte imbalances,"['NDA021703', 'NDA207026']"
Sodium orthophosphate,hypophosphatemia,1983.0,hypophosphatemia,"['ANDA209997', 'ANDA218314', 'NDA018892']"
Sodium orthophosphate,leptomeningeal sarcoma,1996.0,meningeal leukemia,['NDA020577']
Sodium orthophosphate,lymphoid leukemia,1996.0,lymphocytic lymphoma,['NDA020577']
Sodium phenylacetate,acute hyperammonemia,2016.0,acute hyperammonemia,"['ANDA205880', 'ANDA207096', 'ANDA208521', 'ANDA217526', 'NDA215025']"
Sodium phenylacetate,brain disorder,2016.0,encephalopathy,"['ANDA205880', 'ANDA207096', 'ANDA208521', 'ANDA217526', 'NDA215025']"
Sodium phenylacetate,urea cycle disorder,2016.0,deficiencies in enzymes of the urea cycle,"['ANDA205880', 'ANDA208521', 'ANDA217526', 'NDA215025']"
Sodium polystyrene sulfonate,pseudohypoaldosteronism type 2,1982.0,hyperkalemia,"['ANDA040028', 'ANDA040905', 'ANDA087859', 'ANDA089910', 'ANDA090313', 'ANDA202333', 'ANDA204071', 'ANDA206815']"
Sodium thiosulfate,cyanide poisoning,2011.0,acute cyanide poisoning,"['NDA201444', 'NDA203923']"
Sodium thiosulfate,"localized, non-metastatic solid tumors",2022.0,"localized, non-metastatic solid tumors",['NDA212937']
Sodium thiosulfate,toxic labyrinthitis,2022.0,ototoxicity,['NDA212937']
"Sodium, Acyclovir",herpes simplex infectious disease,1998.0,herpes simplex infections; mucosal and cutaneous herpes simplex,"['ANDA074930', 'ANDA203701', 'ANDA205771', 'ANDA215404', 'ANDA218111'] ; ['ANDA074930', 'ANDA203701', 'ANDA205771', 'ANDA215404', 'ANDA218111']"
"Sodium, Acyclovir",herpes simplex type 1 infectious disease,1998.0,hsv-1,"['ANDA074930', 'ANDA205771', 'ANDA215404', 'ANDA218111']"
"Sodium, Acyclovir",herpes simplex type 2 infectious disease,1998.0,hsv-2,"['ANDA074930', 'ANDA205771', 'ANDA215404', 'ANDA218111']"
"Sodium, Ampicillin",infectious disease,1986.0,infections,"['ANDA062719', 'ANDA062772', 'ANDA062797', 'ANDA063142', 'ANDA065176', 'ANDA065188', 'ANDA065222', 'ANDA065310', 'ANDA065314', 'ANDA065403', 'ANDA065406', 'ANDA090339', 'ANDA090340', 'ANDA090349', 'ANDA090578', 'ANDA090579', 'ANDA201024', 'ANDA201406', 'ANDA202197', 'NDA050608']"
"Sodium, Ampicillin",respiratory tract infectious disorder,1971.0,respiratory tract infections,"['ANDA061395', 'ANDA062719', 'ANDA062738', 'ANDA062772', 'ANDA062797', 'ANDA063142', 'ANDA065493', 'ANDA065499', 'ANDA090354', 'ANDA090581', 'ANDA090583', 'ANDA201025', 'ANDA201404', 'ANDA202198']"
"Sodium, Cefazolin",bacterial urinary tract infection,2000.0,urinary tract infections,"['NDA050779', 'NDA207131', 'NDA216109']"
"Sodium, Cefazolin",bone and joint infections,2000.0,bone and joint infections,"['NDA050779', 'NDA207131', 'NDA216109']"
"Sodium, Cefazolin",cholangitis,2000.0,biliary tract infections,"['NDA050779', 'NDA207131', 'NDA216109']"
"Sodium, Cefazolin",endocarditis,2000.0,endocarditis,"['NDA050779', 'NDA207131', 'NDA216109']"
"Sodium, Cefazolin",genital infections,2000.0,genital infections,"['NDA050779', 'NDA207131', 'NDA216109']"
"Sodium, Cefazolin",infectious disease,2006.0,infections,['ANDA065141']
"Sodium, Cefazolin",infectious disease with sepsis,2000.0,septicemia,"['NDA050779', 'NDA207131', 'NDA216109']"
"Sodium, Cefazolin",perioperative prophylaxis,2000.0,perioperative prophylaxis,"['NDA050779', 'NDA207131', 'NDA211413']"
"Sodium, Cefazolin",respiratory tract infectious disorder,1988.0,respiratory tract infections,"['ANDA062831', 'ANDA065047', 'ANDA065143', 'ANDA065303', 'ANDA065345', 'ANDA203661', 'ANDA209217', 'NDA050779', 'NDA207131', 'NDA216109']"
"Sodium, Cefazolin",serious infections,2007.0,serious infections,"['ANDA065306', 'ANDA065345', 'ANDA203661']"
"Sodium, Cefazolin",skin infection,2000.0,skin and skin structure infections,"['NDA050779', 'NDA207131', 'NDA216109']"
"Sodium, Cefotaxime",bacterial infectious disease with sepsis,2002.0,bacteremia,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",bacterial urinary tract infection,2002.0,urinary tract infections,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",bone and/or joint infections,2002.0,bone and/or joint infections,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",central nervous system infectious disorder,2002.0,central nervous system infections,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",endometritis,2002.0,endometritis,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",gonorrhea,2002.0,gonorrhea,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",infectious disease with sepsis,2002.0,septicemia,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",infectious meningitis,2002.0,meningitis,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",intra-abdominal infections,2002.0,intra-abdominal infections,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",obsolete disorder of genitourinary system,2002.0,genitourinary infections,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",parametritis,2002.0,pelvic cellulitis,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",pelvic inflammatory disease,2002.0,pelvic inflammatory disease,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",peritonitis,2002.0,peritonitis,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",pneumonia,2002.0,pneumonia,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",respiratory tract infectious disorder,2002.0,lower respiratory tract infections,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",skin infection,2002.0,skin and skin structure infections,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefotaxime",ventriculitis,2002.0,ventriculitis,"['ANDA065071', 'ANDA065072']"
"Sodium, Cefoxitin",bacterial urinary tract infection,2006.0,urinary tract infections,['NDA065214']
"Sodium, Cefoxitin",bone and joint infections,2006.0,bone and joint infections,['NDA065214']
"Sodium, Cefoxitin",endometritis,2006.0,gynecological infections,['NDA065214']
"Sodium, Cefoxitin",infectious disease,2015.0,infections,['ANDA200938']
"Sodium, Cefoxitin",infectious disease with sepsis,2006.0,septicemia,['NDA065214']
"Sodium, Cefoxitin",intra-abdominal infections,2006.0,intra-abdominal infections,['NDA065214']
"Sodium, Cefoxitin",prophylaxis,2006.0,prophylaxis,['NDA065214']
"Sodium, Cefoxitin",respiratory tract infectious disorder,2006.0,lower respiratory tract infections,['NDA065214']
"Sodium, Cefoxitin",serious infections,2009.0,serious infections,"['ANDA065238', 'ANDA065239', 'ANDA065414', 'ANDA065415']"
"Sodium, Cefoxitin",skin infection,2006.0,skin and skin structure infections,['NDA065214']
"Sodium, Dalteparin",deep vein thrombosis,1994.0,deep vein thrombosis,['NDA020287']
"Sodium, Dalteparin",dvt,1994.0,dvt,['NDA020287']
"Sodium, Dalteparin",intermediate coronary syndrome,1994.0,unstable angina,['NDA020287']
"Sodium, Dalteparin",non-q-wave myocardial infarction,1994.0,non-q-wave myocardial infarction,['NDA020287']
"Sodium, Dalteparin",venous thromboembolism,1994.0,venous thromboembolism,['NDA020287']
"Sodium, Dalteparin",vte,1994.0,vte,['NDA020287']
"Sodium, Dantrolene",cerebral palsy,1974.0,cerebral palsy,"['ANDA076686', 'ANDA076856', 'NDA017443']"
"Sodium, Dantrolene",chronic spasticity,1974.0,chronic spasticity,"['ANDA076686', 'ANDA076856', 'NDA017443']"
"Sodium, Dantrolene",fulminant hypermetabolism of skeletal muscle,1979.0,fulminant hypermetabolism of skeletal muscle,"['ANDA078378', 'ANDA204762', 'NDA018264']"
"Sodium, Dantrolene",malignant hyperthermia of anesthesia,1979.0,malignant hyperthermia; malignant hyperthermia crises,"['NDA205579'] ; ['ANDA078378', 'ANDA204762', 'NDA018264']"
"Sodium, Dantrolene",motor neuron disorder,1974.0,upper motor neuron disorders,"['ANDA076686', 'ANDA076856', 'NDA017443']"
"Sodium, Dantrolene",multiple sclerosis,1974.0,multiple sclerosis,"['ANDA076686', 'ANDA076856', 'NDA017443']"
"Sodium, Dantrolene",spinal cord injury,1974.0,spinal cord injury,"['ANDA076686', 'ANDA076856', 'NDA017443']"
